pl_name,hostname,disc_year,soltype,pl_orbper,sy_dist,disc_facility
Kepler-1882 b,Kepler-1882,2021,Kepler Project Candidate (q1_q8_koi),13.787144,443.371,Kepler
Kepler-1882 b,Kepler-1882,2021,Published Confirmed,13.7870681,443.371,Kepler
Kepler-1882 b,Kepler-1882,2021,Kepler Project Candidate (q1_q16_koi),13.7872576,443.371,Kepler
Kepler-1882 b,Kepler-1882,2021,Published Confirmed,13.78730011,443.371,Kepler
Kepler-1882 b,Kepler-1882,2021,Kepler Project Candidate (q1_q17_dr24_koi),13.7872576,443.371,Kepler
Kepler-1882 b,Kepler-1882,2021,Kepler Project Candidate (q1_q12_koi),13.7872576,443.371,Kepler
Kepler-1882 b,Kepler-1882,2021,Kepler Project Candidate (q1_q17_dr25_koi),13.7872627,443.371,Kepler
Kepler-1883 b,Kepler-1883,2021,Kepler Project Candidate (q1_q16_koi),103.427188,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Published Confirmed,103.427002,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Kepler Project Candidate (q1_q17_dr24_koi),103.427188,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Kepler Project Candidate (q1_q12_koi),103.427188,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),103.4269873,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Kepler Project Candidate (q1_q8_koi),103.4278,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Published Confirmed,103.42742336,1377.61,Kepler
Kepler-1883 b,Kepler-1883,2021,Kepler Project Candidate (q1_q17_dr25_koi),103.4269873,1377.61,Kepler
Kepler-1884 b,Kepler-1884,2021,Published Confirmed,8.98832035,1443.09,Kepler
Kepler-1884 b,Kepler-1884,2021,Kepler Project Candidate (q1_q12_koi),8.98825111,1443.09,Kepler
Kepler-1884 b,Kepler-1884,2021,Kepler Project Candidate (q1_q16_koi),8.98825111,1443.09,Kepler
Kepler-1884 b,Kepler-1884,2021,Kepler Project Candidate (q1_q17_dr24_koi),8.98825111,1443.09,Kepler
Kepler-1884 b,Kepler-1884,2021,Kepler Project Candidate (q1_q8_koi),8.9881,1443.09,Kepler
Kepler-1884 b,Kepler-1884,2021,Kepler Project Candidate (q1_q17_dr25_koi),8.98826122,1443.09,Kepler
Kepler-1884 b,Kepler-1884,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),8.98826122,1443.09,Kepler
Kepler-1885 b,Kepler-1885,2021,Kepler Project Candidate (q1_q8_koi),2.5225852,818.482,Kepler
Kepler-1885 b,Kepler-1885,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.52259057,818.482,Kepler
Kepler-1885 b,Kepler-1885,2021,Kepler Project Candidate (q1_q17_dr25_koi),2.52259057,818.482,Kepler
Kepler-1885 b,Kepler-1885,2021,Kepler Project Candidate (q1_q17_dr24_koi),2.52258863,818.482,Kepler
Kepler-1885 b,Kepler-1885,2021,Published Confirmed,2.52255988,818.482,Kepler
Kepler-1885 b,Kepler-1885,2021,Kepler Project Candidate (q1_q16_koi),2.52258863,818.482,Kepler
Kepler-1885 b,Kepler-1885,2021,Kepler Project Candidate (q1_q12_koi),2.52258863,818.482,Kepler
Kepler-1886 b,Kepler-1886,2021,Published Confirmed,24.27662569,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Kepler Project Candidate (q1_q12_koi),24.2762373,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Kepler Project Candidate (q1_q16_koi),24.2762373,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Kepler Project Candidate (q1_q17_dr24_koi),24.2762373,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Kepler Project Candidate (q1_q8_koi),24.27684,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Kepler Project Candidate (q1_q17_dr25_koi),24.2758992,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Published Confirmed,24.2758007,1059.51,Kepler
Kepler-1886 b,Kepler-1886,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),24.2758992,1059.51,Kepler
Kepler-1887 b,Kepler-1887,2021,Kepler Project Candidate (q1_q8_koi),19.94738,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),19.94752741,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Kepler Project Candidate (q1_q17_dr24_koi),19.94752664,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Kepler Project Candidate (q1_q16_koi),19.94752664,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Kepler Project Candidate (q1_q12_koi),19.94752664,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Published Confirmed,19.94750023,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Published Confirmed,19.94774345,1366.18,Kepler
Kepler-1887 b,Kepler-1887,2021,Kepler Project Candidate (q1_q17_dr25_koi),19.94752741,1366.18,Kepler
Kepler-1888 b,Kepler-1888,2021,Kepler Project Candidate (q1_q16_koi),11.39170568,402.947,Kepler
Kepler-1888 b,Kepler-1888,2021,Kepler Project Candidate (q1_q17_dr25_koi),11.39169531,402.947,Kepler
Kepler-1888 b,Kepler-1888,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),11.39169531,402.947,Kepler
Kepler-1888 b,Kepler-1888,2021,Published Confirmed,11.39169979,402.947,Kepler
Kepler-1888 b,Kepler-1888,2021,Kepler Project Candidate (q1_q8_koi),11.39153,402.947,Kepler
Kepler-1888 b,Kepler-1888,2021,Kepler Project Candidate (q1_q12_koi),11.39170568,402.947,Kepler
Kepler-1888 b,Kepler-1888,2021,Kepler Project Candidate (q1_q17_dr24_koi),11.39170568,402.947,Kepler
Kepler-1889 b,Kepler-1889,2021,Published Confirmed,37.30369949,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),37.3033197,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Kepler Project Candidate (q1_q17_dr25_koi),37.3033197,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Kepler Project Candidate (q1_q8_koi),37.30304,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Kepler Project Candidate (q1_q17_dr24_koi),37.3037619,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Published Confirmed,37.30429277,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Kepler Project Candidate (q1_q16_koi),37.3037619,1395.13,Kepler
Kepler-1889 b,Kepler-1889,2021,Kepler Project Candidate (q1_q12_koi),37.3037619,1395.13,Kepler
Kepler-189 b,Kepler-189,2014,Kepler Project Candidate (q1_q8_koi),10.40006,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Published Confirmed,10.39975603,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Kepler Project Candidate (q1_q17_dr25_koi),10.39986173,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Published Confirmed,10.39990194,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Published Confirmed,10.399931,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Published Confirmed,,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Kepler Project Candidate (q1_q17_dr24_koi),10.39990194,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Kepler Project Candidate (q1_q12_koi),10.39990194,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Published Confirmed,10.4,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Kepler Project Candidate (q1_q16_koi),10.39990194,591.534,Kepler
Kepler-189 b,Kepler-189,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),10.39986173,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Kepler Project Candidate (q1_q16_koi),20.13488968,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Published Confirmed,20.13486027,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Kepler Project Candidate (q1_q17_dr25_koi),20.13490007,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Published Confirmed,,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),20.13490007,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Published Confirmed,20.134866,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Published Confirmed,20.13491661,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Kepler Project Candidate (q1_q12_koi),20.13488968,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Kepler Project Candidate (q1_q17_dr24_koi),20.13488968,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Published Confirmed,20.135,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Published Confirmed,20.13488968,591.534,Kepler
Kepler-189 c,Kepler-189,2014,Kepler Project Candidate (q1_q8_koi),20.13493,591.534,Kepler
Kepler-1890 b,Kepler-1890,2021,Published Confirmed,4.82059002,529.596,Kepler
Kepler-1890 b,Kepler-1890,2021,Kepler Project Candidate (q1_q8_koi),4.820551,529.596,Kepler
Kepler-1890 b,Kepler-1890,2021,Kepler Project Candidate (q1_q17_dr25_koi),4.82051088,529.596,Kepler
Kepler-1890 b,Kepler-1890,2021,Kepler Project Candidate (q1_q16_koi),4.82052932,529.596,Kepler
Kepler-1890 b,Kepler-1890,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.82051088,529.596,Kepler
Kepler-1890 b,Kepler-1890,2021,Kepler Project Candidate (q1_q17_dr24_koi),4.82052932,529.596,Kepler
Kepler-1890 b,Kepler-1890,2021,Kepler Project Candidate (q1_q12_koi),4.82052932,529.596,Kepler
Kepler-1891 b,Kepler-1891,2021,Kepler Project Candidate (q1_q17_dr24_koi),4.02230933,596.24,Kepler
Kepler-1891 b,Kepler-1891,2021,Kepler Project Candidate (q1_q16_koi),4.02230933,596.24,Kepler
Kepler-1891 b,Kepler-1891,2021,Kepler Project Candidate (q1_q17_dr25_koi),4.0223109,596.24,Kepler
Kepler-1891 b,Kepler-1891,2021,Kepler Project Candidate (q1_q12_koi),4.02230933,596.24,Kepler
Kepler-1891 b,Kepler-1891,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.0223109,596.24,Kepler
Kepler-1891 b,Kepler-1891,2021,Published Confirmed,4.02229023,596.24,Kepler
Kepler-1891 b,Kepler-1891,2021,Kepler Project Candidate (q1_q8_koi),4.022294,596.24,Kepler
Kepler-1892 b,Kepler-1892,2021,Kepler Project Candidate (q1_q8_koi),6.33127,851.595,Kepler
Kepler-1892 b,Kepler-1892,2021,Kepler Project Candidate (q1_q12_koi),6.3312784,851.595,Kepler
Kepler-1892 b,Kepler-1892,2021,Kepler Project Candidate (q1_q16_koi),6.3312784,851.595,Kepler
Kepler-1892 b,Kepler-1892,2021,Published Confirmed,6.33123016,851.595,Kepler
Kepler-1892 b,Kepler-1892,2021,Kepler Project Candidate (q1_q17_dr24_koi),6.3312784,851.595,Kepler
Kepler-1892 b,Kepler-1892,2021,Kepler Project Candidate (q1_q17_dr25_koi),6.33125228,851.595,Kepler
Kepler-1892 b,Kepler-1892,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.33125228,851.595,Kepler
Kepler-1893 b,Kepler-1893,2021,Kepler Project Candidate (q1_q8_koi),4.179393,1050.72,Kepler
Kepler-1893 b,Kepler-1893,2021,Kepler Project Candidate (q1_q17_dr24_koi),4.17938195,1050.72,Kepler
Kepler-1893 b,Kepler-1893,2021,Kepler Project Candidate (q1_q17_dr25_koi),4.17939037,1050.72,Kepler
Kepler-1893 b,Kepler-1893,2021,Kepler Project Candidate (q1_q16_koi),4.17938195,1050.72,Kepler
Kepler-1893 b,Kepler-1893,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.17939037,1050.72,Kepler
Kepler-1893 b,Kepler-1893,2021,Published Confirmed,4.17936993,1050.72,Kepler
Kepler-1893 b,Kepler-1893,2021,Kepler Project Candidate (q1_q12_koi),4.17938195,1050.72,Kepler
Kepler-1894 b,Kepler-1894,2021,Kepler Project Candidate (q1_q12_koi),2.76263462,935.191,Kepler
Kepler-1894 b,Kepler-1894,2021,Kepler Project Candidate (q1_q17_dr24_koi),2.76263462,935.191,Kepler
Kepler-1894 b,Kepler-1894,2021,Kepler Project Candidate (q1_q16_koi),2.76263462,935.191,Kepler
Kepler-1894 b,Kepler-1894,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.76263737,935.191,Kepler
Kepler-1894 b,Kepler-1894,2021,Kepler Project Candidate (q1_q17_dr25_koi),2.76263737,935.191,Kepler
Kepler-1894 b,Kepler-1894,2021,Kepler Project Candidate (q1_q8_koi),2.762634,935.191,Kepler
Kepler-1894 b,Kepler-1894,2021,Published Confirmed,2.76266003,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Kepler Project Candidate (q1_q17_dr25_koi),5.05368985,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Kepler Project Candidate (q1_q16_koi),5.05366499,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Kepler Project Candidate (q1_q12_koi),5.05366499,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Kepler Project Candidate (q1_q17_dr24_koi),5.05366499,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Kepler Project Candidate (q1_q17_dr25_sup_koi),5.05368985,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Published Confirmed,5.05375004,935.191,Kepler
Kepler-1894 c,Kepler-1894,2023,Kepler Project Candidate (q1_q8_koi),5.053618,935.191,Kepler
Kepler-1895 b,Kepler-1895,2021,Kepler Project Candidate (q1_q16_koi),6.0703203,984.187,Kepler
Kepler-1895 b,Kepler-1895,2021,Kepler Project Candidate (q1_q17_dr24_koi),6.0703203,984.187,Kepler
Kepler-1895 b,Kepler-1895,2021,Kepler Project Candidate (q1_q8_koi),6.070332,984.187,Kepler
Kepler-1895 b,Kepler-1895,2021,Kepler Project Candidate (q1_q17_dr25_koi),6.07032548,984.187,Kepler
Kepler-1895 b,Kepler-1895,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.07032548,984.187,Kepler
Kepler-1895 b,Kepler-1895,2021,Kepler Project Candidate (q1_q12_koi),6.0703203,984.187,Kepler
Kepler-1895 b,Kepler-1895,2021,Published Confirmed,6.07029009,984.187,Kepler
Kepler-1896 b,Kepler-1896,2021,Kepler Project Candidate (q1_q17_dr24_koi),44.8698382,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Published Confirmed,44.87020111,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Published Confirmed,44.86884988,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),44.8702042,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Kepler Project Candidate (q1_q8_koi),44.8686,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Kepler Project Candidate (q1_q16_koi),44.8698382,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Kepler Project Candidate (q1_q12_koi),44.8698382,1732.91,Kepler
Kepler-1896 b,Kepler-1896,2021,Kepler Project Candidate (q1_q17_dr25_koi),44.8702042,1732.91,Kepler
Kepler-1897 b,Kepler-1897,2021,Published Confirmed,24.22047026,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Kepler Project Candidate (q1_q17_dr24_koi),24.2204586,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Kepler Project Candidate (q1_q12_koi),24.2204586,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Published Confirmed,24.22030067,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Kepler Project Candidate (q1_q16_koi),24.2204586,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Kepler Project Candidate (q1_q8_koi),24.22049,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Kepler Project Candidate (q1_q17_dr25_koi),24.2204192,983.174,Kepler
Kepler-1897 b,Kepler-1897,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),24.2204192,983.174,Kepler
Kepler-1898 b,Kepler-1898,2021,Kepler Project Candidate (q1_q12_koi),4.76559135,360.921,Kepler
Kepler-1898 b,Kepler-1898,2021,Kepler Project Candidate (q1_q17_dr25_koi),4.76559056,360.921,Kepler
Kepler-1898 b,Kepler-1898,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.76559056,360.921,Kepler
Kepler-1898 b,Kepler-1898,2021,Kepler Project Candidate (q1_q16_koi),4.76559135,360.921,Kepler
Kepler-1898 b,Kepler-1898,2021,Kepler Project Candidate (q1_q17_dr24_koi),4.76559135,360.921,Kepler
Kepler-1898 b,Kepler-1898,2021,Kepler Project Candidate (q1_q8_koi),4.76559,360.921,Kepler
Kepler-1898 b,Kepler-1898,2021,Published Confirmed,4.76562023,360.921,Kepler
Kepler-1899 b,Kepler-1899,2021,Kepler Project Candidate (q1_q16_koi),4.09577947,711.509,Kepler
Kepler-1899 b,Kepler-1899,2021,Published Confirmed,4.0957799,711.509,Kepler
Kepler-1899 b,Kepler-1899,2021,Kepler Project Candidate (q1_q8_koi),4.095826,711.509,Kepler
Kepler-1899 b,Kepler-1899,2021,Kepler Project Candidate (q1_q17_dr25_koi),4.09578199,711.509,Kepler
Kepler-1899 b,Kepler-1899,2021,Kepler Project Candidate (q1_q17_dr24_koi),4.09577947,711.509,Kepler
Kepler-1899 b,Kepler-1899,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.09578199,711.509,Kepler
Kepler-1899 b,Kepler-1899,2021,Kepler Project Candidate (q1_q12_koi),4.09577947,711.509,Kepler
Kepler-19 b,Kepler-19,2011,Kepler Project Candidate (q1_q17_dr25_sup_koi),9.28696447,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Kepler Project Candidate (q1_q8_koi),9.287009,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,9.28716,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,9.28696883,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Kepler Project Candidate (q1_q16_koi),9.28696883,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,9.28699,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Kepler Project Candidate (q1_q17_dr24_koi),9.28696883,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,9.28697348,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Kepler Project Candidate (q1_q17_dr25_koi),9.28696447,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,9.28696883,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Published Confirmed,9.2869944,218.562,Kepler
Kepler-19 b,Kepler-19,2011,Kepler Project Candidate (q1_q12_koi),9.28696883,218.562,Kepler
Kepler-19 b,Kepler-19,2011,TESS Project Candidate,9.28667326,218.562,Kepler
Kepler-19 c,Kepler-19,2011,Published Confirmed,160.0,218.562,Kepler
Kepler-19 c,Kepler-19,2011,Published Confirmed,28.731,218.562,Kepler
Kepler-19 c,Kepler-19,2011,Published Confirmed,28.519071,218.562,Kepler
Kepler-19 d,Kepler-19,2017,Published Confirmed,62.95,218.562,Roque de los Muchachos Observatory
Kepler-190 b,Kepler-190,2014,Kepler Project Candidate (q1_q12_koi),2.02000102,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Published Confirmed,2.019999,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Published Confirmed,2.02000102,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Kepler Project Candidate (q1_q16_koi),2.02000102,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Kepler Project Candidate (q1_q17_dr24_koi),2.02000102,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.01999701,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Published Confirmed,,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Kepler Project Candidate (q1_q17_dr25_koi),2.01999701,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Kepler Project Candidate (q1_q8_koi),2.020012,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Published Confirmed,2.01998259,433.387,Kepler
Kepler-190 b,Kepler-190,2014,Published Confirmed,2.02000128,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Kepler Project Candidate (q1_q17_dr24_koi),3.76304236,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Published Confirmed,3.76303652,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Published Confirmed,,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Published Confirmed,3.763024,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Kepler Project Candidate (q1_q16_koi),3.76304236,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Published Confirmed,3.76304236,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.76304153,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Kepler Project Candidate (q1_q8_koi),3.763008,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Kepler Project Candidate (q1_q12_koi),3.76304236,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Published Confirmed,3.76303738,433.387,Kepler
Kepler-190 c,Kepler-190,2014,Kepler Project Candidate (q1_q17_dr25_koi),3.76304153,433.387,Kepler
Kepler-1900 b,Kepler-1900,2021,Kepler Project Candidate (q1_q17_dr24_koi),2.98616791,1540.43,Kepler
Kepler-1900 b,Kepler-1900,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.98618134,1540.43,Kepler
Kepler-1900 b,Kepler-1900,2021,Kepler Project Candidate (q1_q16_koi),2.98616791,1540.43,Kepler
Kepler-1900 b,Kepler-1900,2021,Kepler Project Candidate (q1_q12_koi),2.98616791,1540.43,Kepler
Kepler-1900 b,Kepler-1900,2021,Kepler Project Candidate (q1_q17_dr25_koi),2.98618134,1540.43,Kepler
Kepler-1900 b,Kepler-1900,2021,Kepler Project Candidate (q1_q8_koi),2.986172,1540.43,Kepler
Kepler-1900 b,Kepler-1900,2021,Published Confirmed,2.9862299,1540.43,Kepler
Kepler-1901 b,Kepler-1901,2021,Kepler Project Candidate (q1_q16_koi),3.48412534,1028.37,Kepler
Kepler-1901 b,Kepler-1901,2021,Published Confirmed,3.48412991,1028.37,Kepler
Kepler-1901 b,Kepler-1901,2021,Kepler Project Candidate (q1_q17_dr24_koi),3.48412534,1028.37,Kepler
Kepler-1901 b,Kepler-1901,2021,Kepler Project Candidate (q1_q12_koi),3.48412534,1028.37,Kepler
Kepler-1901 b,Kepler-1901,2021,Kepler Project Candidate (q1_q8_koi),3.484149,1028.37,Kepler
Kepler-1901 b,Kepler-1901,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.48412874,1028.37,Kepler
Kepler-1901 b,Kepler-1901,2021,Kepler Project Candidate (q1_q17_dr25_koi),3.48412874,1028.37,Kepler
Kepler-1902 b,Kepler-1902,2021,Published Confirmed,3.82222009,344.337,Kepler
Kepler-1902 b,Kepler-1902,2021,Kepler Project Candidate (q1_q17_dr25_koi),3.82223397,344.337,Kepler
Kepler-1902 b,Kepler-1902,2021,Kepler Project Candidate (q1_q12_koi),3.82222231,344.337,Kepler
Kepler-1902 b,Kepler-1902,2021,Kepler Project Candidate (q1_q8_koi),3.822234,344.337,Kepler
Kepler-1902 b,Kepler-1902,2021,Kepler Project Candidate (q1_q17_dr24_koi),3.82222231,344.337,Kepler
Kepler-1902 b,Kepler-1902,2021,Kepler Project Candidate (q1_q16_koi),3.82222231,344.337,Kepler
Kepler-1902 b,Kepler-1902,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.82223397,344.337,Kepler
Kepler-1903 b,Kepler-1903,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.067644,1775.44,Kepler
Kepler-1903 b,Kepler-1903,2021,Kepler Project Candidate (q1_q16_koi),17.0675877,1775.44,Kepler
Kepler-1903 b,Kepler-1903,2021,Published Confirmed,17.0678997,1775.44,Kepler
Kepler-1903 b,Kepler-1903,2021,Kepler Project Candidate (q1_q12_koi),17.0675877,1775.44,Kepler
Kepler-1903 b,Kepler-1903,2021,Kepler Project Candidate (q1_q8_koi),17.06766,1775.44,Kepler
Kepler-1903 b,Kepler-1903,2021,Kepler Project Candidate (q1_q17_dr25_koi),17.067644,1775.44,Kepler
Kepler-1903 b,Kepler-1903,2021,Kepler Project Candidate (q1_q17_dr24_koi),17.0675877,1775.44,Kepler
Kepler-1904 b,Kepler-1904,2021,Kepler Project Candidate (q1_q12_koi),4.57699384,270.854,Kepler
Kepler-1904 b,Kepler-1904,2021,Kepler Project Candidate (q1_q16_koi),4.57699384,270.854,Kepler
Kepler-1904 b,Kepler-1904,2021,Published Confirmed,4.57702017,270.854,Kepler
Kepler-1904 b,Kepler-1904,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.5770016,270.854,Kepler
Kepler-1904 b,Kepler-1904,2021,Kepler Project Candidate (q1_q17_dr25_koi),4.5770016,270.854,Kepler
Kepler-1904 b,Kepler-1904,2021,Kepler Project Candidate (q1_q17_dr24_koi),4.57699384,270.854,Kepler
Kepler-1904 b,Kepler-1904,2021,Kepler Project Candidate (q1_q8_koi),4.577026,270.854,Kepler
Kepler-1905 b,Kepler-1905,2021,Kepler Project Candidate (q1_q12_koi),3.42391461,1051.53,Kepler
Kepler-1905 b,Kepler-1905,2021,Kepler Project Candidate (q1_q16_koi),3.42391461,1051.53,Kepler
Kepler-1905 b,Kepler-1905,2021,Published Confirmed,3.42392993,1051.53,Kepler
Kepler-1905 b,Kepler-1905,2021,Kepler Project Candidate (q1_q17_dr25_koi),3.42390809,1051.53,Kepler
Kepler-1905 b,Kepler-1905,2021,Kepler Project Candidate (q1_q17_dr24_koi),3.42391461,1051.53,Kepler
Kepler-1905 b,Kepler-1905,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.42390809,1051.53,Kepler
Kepler-1905 b,Kepler-1905,2021,Kepler Project Candidate (q1_q8_koi),3.423896,1051.53,Kepler
Kepler-1906 b,Kepler-1906,2021,Kepler Project Candidate (q1_q8_koi),7.362723,1360.63,Kepler
Kepler-1906 b,Kepler-1906,2021,Kepler Project Candidate (q1_q17_dr24_koi),7.36272058,1360.63,Kepler
Kepler-1906 b,Kepler-1906,2021,Kepler Project Candidate (q1_q17_dr25_koi),7.36272124,1360.63,Kepler
Kepler-1906 b,Kepler-1906,2021,Published Confirmed,7.36268997,1360.63,Kepler
Kepler-1906 b,Kepler-1906,2021,Kepler Project Candidate (q1_q12_koi),7.36272058,1360.63,Kepler
Kepler-1906 b,Kepler-1906,2021,Kepler Project Candidate (q1_q16_koi),7.36272058,1360.63,Kepler
Kepler-1906 b,Kepler-1906,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.36272124,1360.63,Kepler
Kepler-1907 b,Kepler-1907,2021,Kepler Project Candidate (q1_q17_dr24_koi),5.65243986,292.111,Kepler
Kepler-1907 b,Kepler-1907,2021,Kepler Project Candidate (q1_q8_koi),5.652507,292.111,Kepler
Kepler-1907 b,Kepler-1907,2021,Kepler Project Candidate (q1_q16_koi),5.65243986,292.111,Kepler
Kepler-1907 b,Kepler-1907,2021,Kepler Project Candidate (q1_q17_dr25_koi),5.65245733,292.111,Kepler
Kepler-1907 b,Kepler-1907,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),5.65245733,292.111,Kepler
